cycle,cell,psi,residual,resnorm
12,1,0.6243465614593653,-1.110223024625157e-16,2.220446049250313e-16
12,2,0.3756534385406348,0,2.220446049250313e-16
12,3,0.1257277769289785,2.775557561562891e-17,2.220446049250313e-16
12,4,0.8727423308247207,4.440892098500626e-16,2.220446049250313e-16
12,5,0.6231140227664395,0,2.220446049250313e-16
12,6,0.3768859772335605,-5.551115123125783e-17,2.220446049250313e-16
12,7,0.1272576691752792,5.551115123125783e-17,2.220446049250313e-16
12,8,0.8663254082861428,-4.440892098500626e-16,2.220446049250313e-16
12,9,0.6184812215481112,3.33066907387547e-16,2.220446049250313e-16
12,10,0.3815187784518887,5.551115123125783e-17,2.220446049250313e-16
12,11,0.1336745917138571,1.942890293094024e-16,2.220446049250313e-16
12,12,0.8404034890578821,4.440892098500626e-16,2.220446049250313e-16
12,13,0.6029666766879743,-1.110223024625157e-16,2.220446049250313e-16
12,14,0.3970333233120258,-1.110223024625157e-16,2.220446049250313e-16
12,15,0.1595965109421179,-5.551115123125783e-17,2.220446049250313e-16
12,16,0.7327253603152933,0,2.220446049250313e-16
12,17,0.5559486728338781,-4.440892098500626e-16,2.220446049250313e-16
12,18,0.4440513271661221,2.220446049250313e-16,2.220446049250313e-16
12,19,0.2672746396847067,0,2.220446049250313e-16
13,0,0.8742722230710215,0,2.180795226942272e-16
13,1,0.6243465614593653,-1.110223024625157e-16,2.180795226942272e-16
13,2,0.3756534385406348,5.551115123125783e-17,2.180795226942272e-16
13,3,0.1257277769289785,-8.326672684688674e-17,2.180795226942272e-16
13,4,0.8727423308247207,4.440892098500626e-16,2.180795226942272e-16
13,5,0.6231140227664395,1.110223024625157e-16,2.180795226942272e-16
13,6,0.3768859772335606,-2.775557561562891e-16,2.180795226942272e-16
13,7,0.1272576691752792,1.110223024625157e-16,2.180795226942272e-16
13,8,0.8663254082861428,0,2.180795226942272e-16
13,9,0.6184812215481114,-1.110223024625157e-16,2.180795226942272e-16
13,10,0.3815187784518887,1.665334536937735e-16,2.180795226942272e-16
13,11,0.1336745917138571,1.942890293094024e-16,2.180795226942272e-16
13,12,0.8404034890578821,4.440892098500626e-16,2.180795226942272e-16
13,13,0.6029666766879743,1.110223024625157e-16,2.180795226942272e-16
13,14,0.3970333233120258,-1.110223024625157e-16,2.180795226942272e-16
13,15,0.1595965109421179,-5.551115123125783e-17,2.180795226942272e-16
13,16,0.7327253603152933,0,2.180795226942272e-16
13,17,0.5559486728338781,-4.440892098500626e-16,2.180795226942272e-16
13,18,0.4440513271661221,2.220446049250313e-16,2.180795226942272e-16
13,19,0.2672746396847067,0,2.180795226942272e-16
14,0,0.8742722230710215,0,2.180795226942272e-16
14,1,0.6243465614593653,-1.110223024625157e-16,2.180795226942272e-16
14,2,0.3756534385406348,5.551115123125783e-17,2.180795226942272e-16
14,3,0.1257277769289785,-8.326672684688674e-17,2.180795226942272e-16
14,4,0.8727423308247207,4.440892098500626e-16,2.180795226942272e-16
14,5,0.6231140227664395,1.110223024625157e-16,2.180795226942272e-16
14,6,0.3768859772335606,-2.775557561562891e-16,2.180795226942272e-16
14,7,0.1272576691752792,1.110223024625157e-16,2.180795226942272e-16
14,8,0.8663254082861428,0,2.180795226942272e-16
14,9,0.6184812215481114,-1.110223024625157e-16,2.180795226942272e-16
14,10,0.3815187784518887,1.665334536937735e-16,2.180795226942272e-16
14,11,0.1336745917138571,1.942890293094024e-16,2.180795226942272e-16
14,12,0.8404034890578821,4.440892098500626e-16,2.180795226942272e-16
14,13,0.6029666766879743,1.110223024625157e-16,2.180795226942272e-16
14,14,0.3970333233120258,-1.110223024625157e-16,2.180795226942272e-16
14,15,0.1595965109421179,-5.551115123125783e-17,2.180795226942272e-16
14,16,0.7327253603152933,0,2.180795226942272e-16
